edad,prefiere_tipo,nivel_actividad,vive_en_departamento,acompañante,tiempo_libre,ingresos_mensuales,adopta
45,ambos,alto,0,solo,4.0,1978.0,1
31,gato,alto,1,solo,4.5,,1
48,ambos,alto,1,solo,2.7,1191.0,0
36,perro,bajo,0,solo,3.3,321.0,1
64,ambos,alto,1,solo,4.7,1014.0,1
33,perro,medio,0,familia,0.9,,0
22,gato,medio,1,solo,2.3,3478.0,1
52,gato,medio,0,solo,4.5,2150.0,1
29,perro,bajo,1,solo,4.1,1353.0,1
42,gato,alto,1,familia,3.5,2317.0,1
38,ambos,medio,0,familia,2.6,2133.0,0
53,perro,bajo,0,familia,2.1,2435.0,0
40,perro,bajo,1,familia,2.4,2847.0,0
33,ambos,bajo,0,solo,4.5,1797.0,1
56,gato,bajo,1,solo,2.4,1384.0,1
62,ambos,medio,1,amigo,3.1,2579.0,1
59,ambos,alto,1,amigo,2.2,2562.0,1
56,ambos,bajo,1,solo,3.8,2071.0,1
31,ambos,bajo,1,solo,2.5,3524.0,0
48,perro,medio,1,familia,2.9,1694.0,0
22,perro,alto,1,familia,1.3,1370.0,0
52,ambos,medio,0,solo,1.4,2293.0,0
40,gato,medio,0,familia,3.0,1528.0,0
46,perro,medio,1,solo,1.7,2347.0,0
60,perro,bajo,1,solo,5.1,1417.0,1
28,ambos,bajo,1,solo,0.9,1720.0,0
35,gato,alto,0,solo,2.2,3324.0,1
64,gato,medio,1,solo,3.0,1716.0,1
29,gato,medio,0,familia,2.6,1441.0,1
26,perro,alto,0,solo,1.9,2819.0,1
27,perro,medio,1,amigo,2.0,1264.0,0
61,perro,bajo,0,solo,2.0,1515.0,1
34,perro,medio,1,solo,2.7,2404.0,0
55,ambos,bajo,0,familia,5.0,,1
24,gato,bajo,1,amigo,3.1,2854.0,1
63,ambos,medio,1,familia,4.2,1477.0,1
30,ambos,alto,0,familia,3.5,2417.0,1
57,perro,alto,0,solo,4.1,1674.0,1
59,gato,medio,1,solo,0.2,1576.0,1
26,gato,bajo,1,familia,2.7,2842.0,1
44,ambos,bajo,1,familia,4.3,,1
19,perro,alto,0,amigo,2.4,2195.0,1
22,gato,medio,1,familia,4.8,2109.0,1
46,gato,medio,1,familia,4.5,1250.0,1
54,perro,alto,1,solo,2.5,2676.0,1
55,perro,alto,1,amigo,2.5,2392.0,1
36,gato,alto,0,familia,2.0,610.0,1
25,ambos,bajo,0,amigo,2.4,,0
62,perro,alto,1,solo,1.8,1459.0,0
18,gato,alto,1,solo,3.4,2768.0,1
39,perro,bajo,0,solo,1.5,988.0,0
34,ambos,medio,1,solo,3.6,1750.0,1
24,perro,medio,0,familia,3.6,2253.0,1
42,ambos,alto,0,solo,1.3,2038.0,1
62,perro,bajo,0,solo,4.5,2534.0,1
21,perro,medio,0,solo,3.5,937.0,1
53,perro,bajo,1,amigo,3.7,3156.0,1
23,perro,alto,1,amigo,2.2,2368.0,1
48,gato,bajo,0,solo,3.6,2952.0,0
36,perro,bajo,0,solo,4.1,2612.0,1
61,ambos,medio,1,solo,2.9,1992.0,1
56,perro,alto,0,amigo,5.0,1101.0,1
44,perro,bajo,1,solo,3.0,1606.0,1
27,perro,bajo,0,familia,4.1,3113.0,1
43,perro,alto,1,solo,3.3,2970.0,1
36,perro,medio,0,solo,3.6,1566.0,1
56,gato,alto,0,familia,1.3,27.0,0
20,gato,bajo,0,solo,3.4,1851.0,0
62,gato,medio,0,amigo,2.3,1799.0,1
30,gato,bajo,1,solo,2.2,,1
45,gato,bajo,1,amigo,4.7,,1
37,perro,medio,0,familia,2.8,2613.0,0
45,gato,medio,0,familia,2.0,2693.0,0
25,ambos,alto,1,solo,2.6,2312.0,1
58,gato,medio,1,solo,1.7,739.0,1
56,gato,medio,1,solo,4.4,1761.0,1
18,perro,medio,1,familia,2.3,,0
20,ambos,alto,1,familia,3.5,2262.0,1
30,ambos,bajo,1,solo,4.4,2257.0,1
45,gato,bajo,1,solo,2.5,2252.0,1
42,ambos,medio,1,solo,3.5,2291.0,1
50,perro,medio,0,solo,2.0,332.0,0
55,perro,bajo,0,solo,5.4,1832.0,1
23,ambos,alto,0,solo,3.9,1973.0,1
61,ambos,bajo,1,amigo,2.8,2897.0,1
62,perro,alto,1,familia,2.2,2033.0,1
49,perro,bajo,1,familia,2.9,,0
62,perro,medio,0,solo,2.7,2301.0,0
64,perro,alto,1,amigo,5.0,1437.0,1
38,ambos,bajo,1,familia,1.8,1148.0,0
33,gato,alto,0,solo,3.1,1416.0,0
38,perro,medio,1,amigo,3.0,2380.0,1
28,perro,alto,1,solo,2.9,2881.0,1
54,perro,medio,1,solo,2.9,2338.0,0
53,perro,medio,1,solo,2.9,2442.0,0
52,gato,bajo,1,solo,3.9,2331.0,1
36,ambos,medio,1,amigo,3.6,2071.0,1
37,ambos,bajo,1,solo,3.4,2488.0,1
35,perro,bajo,1,solo,0.0,307.0,0
64,ambos,bajo,0,solo,3.3,2078.0,1
58,ambos,medio,1,familia,1.3,1269.0,1
31,ambos,alto,0,solo,3.6,2814.0,1
32,gato,bajo,0,amigo,4.5,1897.0,0
48,perro,bajo,1,amigo,2.1,2022.0,0
18,perro,medio,1,solo,2.7,946.0,0
20,perro,bajo,1,solo,2.4,2712.0,1
33,perro,bajo,0,familia,4.2,2439.0,1
40,perro,bajo,0,solo,3.1,2390.0,1
28,gato,alto,0,solo,4.7,1431.0,0
29,ambos,alto,0,familia,3.4,1458.0,1
27,gato,medio,1,solo,3.2,2157.0,1
49,perro,medio,0,solo,3.1,1514.0,1
33,ambos,medio,1,solo,3.8,2304.0,1
25,ambos,medio,0,solo,1.3,487.0,1
55,ambos,medio,1,familia,3.1,1659.0,1
29,ambos,medio,0,amigo,2.9,,1
41,gato,bajo,0,amigo,3.7,2308.0,1
45,ambos,bajo,0,familia,2.8,2117.0,0
25,perro,medio,1,solo,2.0,3390.0,0
45,perro,alto,1,solo,3.0,365.0,1
53,perro,medio,1,solo,1.9,1429.0,0
43,perro,alto,1,solo,1.1,1719.0,1
25,perro,alto,0,familia,3.7,2601.0,1
45,gato,bajo,1,familia,3.6,2613.0,1
45,ambos,medio,1,solo,3.5,1394.0,1
54,gato,medio,0,solo,4.3,2699.0,1
58,perro,alto,0,solo,2.3,1718.0,1
53,ambos,alto,0,solo,1.6,2848.0,1
44,gato,medio,0,solo,2.9,1277.0,1
34,perro,bajo,1,amigo,2.7,1914.0,1
26,gato,alto,0,familia,2.2,1657.0,1
50,perro,bajo,0,familia,2.9,2739.0,0
37,perro,alto,0,solo,2.4,1634.0,1
30,ambos,alto,1,solo,1.2,,0
45,perro,medio,1,amigo,2.6,2355.0,0
46,gato,medio,0,familia,1.9,2382.0,0
30,ambos,medio,0,familia,3.2,2621.0,1
63,ambos,medio,0,familia,2.3,2148.0,0
52,perro,medio,1,amigo,4.1,1707.0,1
23,perro,alto,0,amigo,4.6,1755.0,1
35,perro,alto,1,solo,3.7,2018.0,1
22,gato,alto,1,amigo,1.4,2175.0,1
64,gato,bajo,1,solo,4.5,1897.0,1
42,perro,alto,0,solo,4.6,2013.0,1
19,ambos,alto,1,amigo,3.0,938.0,1
27,gato,bajo,1,solo,4.3,2467.0,1
47,perro,bajo,0,solo,2.4,2127.0,0
62,gato,bajo,0,solo,1.1,2701.0,1
22,gato,alto,0,solo,2.2,2000.0,1
50,perro,medio,0,solo,4.7,783.0,1
18,perro,alto,0,solo,1.5,1749.0,1
35,ambos,bajo,1,solo,3.0,1860.0,1
49,gato,alto,1,solo,3.0,2520.0,1
64,gato,bajo,1,familia,2.5,551.0,1
28,gato,medio,0,solo,2.6,2029.0,0
38,perro,medio,1,solo,3.1,2360.0,1
43,perro,bajo,0,amigo,2.4,1537.0,1
42,gato,alto,1,familia,1.6,2052.0,1
39,perro,bajo,0,amigo,3.2,1561.0,1
44,perro,medio,0,solo,4.1,1489.0,1
30,ambos,medio,1,amigo,3.9,1714.0,1
50,ambos,medio,0,familia,2.2,1503.0,1
51,ambos,bajo,1,familia,1.7,2479.0,0
58,ambos,bajo,1,amigo,2.7,1486.0,0
52,perro,alto,1,familia,4.6,1368.0,1
18,ambos,bajo,1,familia,3.6,3238.0,1
38,perro,alto,1,amigo,3.7,2673.0,1
23,ambos,alto,0,solo,3.9,697.0,1
45,ambos,bajo,1,amigo,3.4,,1
34,ambos,bajo,1,familia,3.1,,1
22,ambos,medio,0,solo,3.7,2227.0,1
48,gato,alto,0,familia,2.5,,0
22,perro,alto,1,solo,1.6,2811.0,1
55,gato,medio,1,solo,3.7,2578.0,1
20,gato,alto,1,familia,4.2,2337.0,1
40,perro,bajo,0,solo,1.9,2950.0,0
54,gato,alto,1,solo,3.8,,1
54,ambos,alto,0,solo,4.7,2314.0,1
27,perro,bajo,1,solo,3.0,3090.0,1
27,ambos,bajo,1,solo,2.2,,0
36,ambos,bajo,0,solo,3.1,1411.0,1
34,ambos,bajo,1,solo,2.4,2443.0,0
38,ambos,alto,1,familia,2.4,1535.0,1
31,gato,medio,1,familia,3.4,2353.0,1
26,ambos,bajo,1,solo,1.4,2334.0,1
63,ambos,medio,1,familia,1.6,1032.0,0
18,perro,alto,1,solo,3.0,1915.0,1
62,gato,medio,0,solo,3.0,2186.0,0
30,ambos,medio,0,solo,3.3,1695.0,1
21,perro,bajo,0,familia,4.9,2220.0,1
18,gato,alto,1,familia,3.1,,1
57,gato,alto,1,solo,3.6,1979.0,1
49,perro,bajo,0,solo,2.0,2157.0,1
51,gato,bajo,1,solo,3.8,2968.0,1
45,ambos,bajo,1,amigo,2.5,2331.0,0
48,gato,bajo,1,amigo,3.1,2141.0,1
25,perro,medio,0,solo,2.9,1329.0,0
56,perro,alto,1,familia,4.0,2470.0,1
43,perro,medio,0,solo,1.7,2231.0,1
51,ambos,alto,0,familia,0.7,2899.0,1
20,perro,medio,1,amigo,2.8,,0
29,gato,alto,0,solo,3.5,729.0,0
18,perro,alto,0,familia,3.2,810.0,1
61,perro,bajo,1,familia,4.2,2515.0,1
22,ambos,medio,0,solo,3.4,,1
47,ambos,medio,1,solo,2.4,,1
47,perro,bajo,0,familia,0.7,2080.0,0
34,gato,medio,0,solo,2.8,1883.0,0
64,perro,medio,0,solo,4.0,1933.0,1
40,gato,alto,0,solo,2.6,1394.0,0
32,gato,medio,1,familia,3.0,1989.0,1
54,perro,alto,1,familia,3.4,1591.0,1
38,perro,medio,1,familia,2.0,1739.0,0
31,perro,alto,1,amigo,3.6,,1
19,ambos,medio,0,solo,4.6,1841.0,1
28,ambos,alto,1,amigo,2.8,2646.0,1
56,perro,medio,1,familia,1.9,1909.0,1
55,ambos,medio,1,solo,2.9,2717.0,1
51,perro,medio,0,solo,0.8,3076.0,0
55,perro,medio,1,solo,3.3,2598.0,1
51,ambos,bajo,1,amigo,3.5,2374.0,1
35,ambos,bajo,0,familia,4.7,2229.0,1
47,ambos,bajo,1,amigo,2.8,2606.0,1
32,gato,alto,0,familia,3.4,2063.0,1
44,perro,bajo,1,solo,2.1,2689.0,1
51,ambos,bajo,1,familia,2.6,,0
55,perro,alto,1,familia,1.5,1748.0,1
50,gato,medio,1,solo,2.8,2627.0,1
41,perro,medio,0,familia,2.7,,0
32,gato,bajo,1,solo,3.3,,1
47,perro,alto,1,familia,2.4,1667.0,1
59,perro,alto,0,familia,3.1,,1
34,ambos,alto,1,familia,2.7,2698.0,1
22,perro,medio,1,amigo,2.7,,0
46,gato,alto,0,solo,3.1,2247.0,1
21,perro,bajo,0,amigo,3.0,2420.0,1
27,perro,bajo,0,solo,3.8,2890.0,1
34,perro,bajo,1,familia,2.9,1895.0,0
27,perro,medio,1,familia,2.7,1219.0,0
34,ambos,medio,1,familia,2.8,2911.0,0
37,perro,medio,1,solo,2.3,,0
41,ambos,bajo,1,familia,2.6,1517.0,1
22,gato,medio,1,familia,5.0,743.0,1
51,gato,alto,0,familia,2.1,2400.0,1
23,gato,medio,1,solo,2.7,865.0,1
19,gato,alto,1,solo,2.6,1475.0,1
30,ambos,bajo,1,solo,2.8,2412.0,1
60,perro,alto,1,amigo,2.7,2505.0,1
60,perro,medio,0,amigo,3.3,1544.0,1
28,ambos,bajo,1,familia,1.3,1906.0,0
64,ambos,bajo,0,solo,4.0,1389.0,1
40,ambos,medio,1,solo,3.6,1616.0,1
33,gato,alto,0,amigo,1.8,2186.0,1
48,ambos,medio,1,familia,0.7,,1
28,gato,bajo,0,familia,2.0,1829.0,0
33,gato,alto,0,familia,2.8,975.0,0
25,perro,medio,0,solo,5.6,2793.0,1
21,gato,medio,0,amigo,3.5,2357.0,0
57,perro,medio,0,familia,1.2,2555.0,1
21,perro,bajo,1,solo,2.3,2903.0,1
42,ambos,medio,1,solo,2.9,1422.0,1
20,perro,medio,0,solo,3.3,1749.0,1
49,perro,alto,0,solo,1.7,674.0,1
20,perro,medio,1,familia,2.9,4198.0,0
44,ambos,medio,1,solo,2.3,1895.0,1
46,gato,medio,1,solo,1.9,2727.0,1
49,gato,alto,1,solo,3.3,1133.0,1
36,ambos,alto,0,amigo,3.8,,1
38,ambos,medio,0,solo,3.8,3300.0,1
22,perro,alto,0,amigo,3.6,1958.0,1
35,gato,medio,1,solo,2.5,1292.0,1
45,ambos,medio,1,solo,3.7,1903.0,1
59,gato,bajo,1,solo,3.3,441.0,1
39,perro,medio,0,solo,3.1,1973.0,1
38,ambos,bajo,0,solo,2.4,2575.0,0
23,gato,alto,0,solo,2.5,1975.0,1
18,perro,medio,1,familia,3.1,1801.0,1
22,gato,alto,0,amigo,5.4,2369.0,1
58,perro,medio,1,solo,3.3,2423.0,1
29,perro,medio,0,solo,2.4,838.0,0
43,ambos,medio,1,familia,2.2,2062.0,0
63,perro,bajo,1,amigo,2.5,3705.0,0
51,gato,medio,1,solo,5.2,,1
31,gato,bajo,1,familia,2.6,1940.0,1
43,perro,medio,1,familia,3.9,3359.0,1
62,ambos,medio,1,familia,2.6,2773.0,0
44,perro,alto,1,solo,3.3,1641.0,1
26,perro,bajo,1,solo,3.8,,1
43,perro,bajo,1,solo,2.4,1999.0,0
64,perro,medio,1,familia,2.4,1476.0,0
39,perro,alto,1,amigo,4.7,1948.0,1
64,ambos,alto,1,solo,4.0,1804.0,1
47,ambos,medio,0,familia,3.8,2079.0,1
60,perro,medio,0,familia,3.8,1476.0,1
34,gato,bajo,1,familia,3.5,,1
43,ambos,alto,1,familia,5.0,1971.0,1
53,ambos,medio,1,familia,3.0,3201.0,1
18,gato,bajo,1,solo,3.6,2058.0,1
25,perro,medio,1,familia,1.5,1768.0,0
52,perro,bajo,1,familia,2.2,2528.0,0
32,ambos,alto,0,solo,1.8,1889.0,1
64,ambos,bajo,1,solo,4.3,3308.0,1
39,perro,medio,1,familia,0.4,1997.0,0
31,perro,bajo,0,solo,2.6,2490.0,0
43,ambos,alto,1,familia,0.0,1472.0,1
45,ambos,alto,1,solo,2.2,2352.0,1
40,ambos,medio,0,solo,2.5,2193.0,1
31,ambos,medio,0,solo,4.4,1960.0,1
41,perro,alto,1,solo,3.4,,1
19,gato,bajo,0,amigo,2.2,1553.0,0
62,gato,medio,0,amigo,4.1,2198.0,1
43,perro,bajo,0,solo,3.0,2440.0,1
31,gato,alto,1,solo,3.0,1911.0,1
24,ambos,medio,1,solo,1.8,2201.0,0
20,perro,alto,1,solo,2.0,1973.0,1
64,ambos,medio,0,familia,2.2,2069.0,0
40,gato,bajo,1,solo,3.0,1860.0,1
63,ambos,bajo,0,solo,3.1,2013.0,1
60,perro,bajo,0,solo,4.5,3889.0,1
64,perro,medio,1,solo,3.4,2218.0,1
62,gato,bajo,0,solo,0.3,2452.0,0
35,perro,bajo,1,solo,3.3,2307.0,1
55,ambos,alto,1,familia,1.5,1816.0,1
52,ambos,alto,0,familia,2.0,2906.0,1
32,perro,medio,1,familia,2.2,1796.0,0
42,gato,medio,1,solo,2.3,,1
54,gato,bajo,1,solo,1.6,1766.0,1
45,perro,medio,0,amigo,3.2,1328.0,1
27,ambos,alto,1,familia,1.6,2256.0,1
56,ambos,bajo,0,familia,3.4,1227.0,1
34,gato,bajo,1,solo,5.2,,1
56,ambos,alto,0,solo,1.7,1164.0,0
39,gato,medio,1,amigo,2.7,1777.0,1
43,ambos,bajo,0,familia,0.5,998.0,0
61,gato,medio,0,familia,2.7,,0
42,ambos,medio,1,amigo,3.6,842.0,1
34,ambos,medio,1,familia,3.7,2007.0,1
30,perro,alto,1,amigo,3.1,2800.0,1
37,ambos,alto,1,familia,3.9,2725.0,1
42,perro,medio,0,familia,5.5,2596.0,1
21,perro,alto,1,familia,4.7,,1
27,perro,medio,1,solo,2.5,2946.0,0
20,ambos,alto,0,solo,1.5,2639.0,1
58,ambos,medio,1,amigo,2.6,2149.0,1
62,ambos,alto,1,solo,2.1,2168.0,1
35,ambos,alto,1,familia,3.5,1787.0,1
64,gato,bajo,1,solo,1.8,,1
53,ambos,alto,1,solo,2.9,2866.0,1
64,gato,alto,0,familia,3.8,2919.0,1
39,perro,alto,0,solo,2.9,1381.0,0
51,perro,bajo,1,solo,2.1,1892.0,1
64,ambos,alto,0,solo,4.2,1900.0,1
25,ambos,alto,0,amigo,1.1,1977.0,1
57,perro,bajo,1,solo,2.7,2045.0,0
61,perro,alto,1,familia,3.0,,1
36,ambos,bajo,0,solo,3.0,1477.0,1
59,perro,bajo,1,familia,3.2,1408.0,1
58,ambos,medio,1,solo,3.6,2866.0,1
54,ambos,medio,0,solo,3.0,1676.0,1
23,gato,medio,1,solo,2.6,1116.0,1
43,perro,bajo,1,solo,2.6,1660.0,1
51,ambos,alto,1,amigo,2.4,1769.0,1
62,ambos,bajo,1,solo,3.8,3088.0,1
23,gato,bajo,0,solo,2.4,,0
54,ambos,bajo,1,amigo,3.8,2803.0,1
50,perro,medio,0,solo,3.0,2574.0,1
39,gato,alto,1,solo,2.5,2662.0,1
38,ambos,medio,1,familia,3.6,1518.0,1
23,ambos,alto,1,familia,2.3,1861.0,1
23,perro,bajo,0,solo,3.6,1307.0,1
21,ambos,medio,0,solo,3.2,1853.0,1
47,gato,medio,0,familia,2.4,2479.0,1
28,perro,medio,1,solo,3.5,2094.0,1
47,perro,bajo,0,familia,3.5,2918.0,1
48,ambos,medio,1,solo,4.2,1201.0,1
41,perro,medio,0,familia,4.0,,1
26,perro,alto,1,solo,3.5,1126.0,1
20,perro,medio,0,familia,1.9,2066.0,1
48,ambos,bajo,1,solo,5.4,2518.0,1
57,gato,medio,1,amigo,1.6,1850.0,1
54,ambos,bajo,1,solo,3.9,2386.0,1
53,perro,alto,1,solo,3.4,1328.0,1
41,gato,medio,1,familia,1.8,835.0,1
48,gato,bajo,1,amigo,2.9,2390.0,1
23,ambos,alto,0,familia,2.9,3221.0,1
19,ambos,medio,0,solo,4.3,1303.0,1
37,perro,bajo,1,familia,2.3,2856.0,0
45,gato,medio,1,solo,2.7,2030.0,1
28,perro,bajo,1,familia,0.7,,0
21,gato,alto,0,familia,4.7,1208.0,0
32,perro,alto,0,solo,1.9,2011.0,1
23,perro,alto,0,familia,3.3,1717.0,1
47,perro,medio,0,familia,2.9,1081.0,1
55,gato,medio,0,solo,2.9,814.0,0
19,perro,alto,0,amigo,3.8,1407.0,1
32,ambos,bajo,0,solo,4.7,2136.0,1
28,gato,medio,1,familia,3.3,1996.0,1
25,perro,medio,0,solo,3.7,1649.0,1
43,ambos,bajo,1,solo,3.3,2141.0,1
62,perro,medio,0,solo,4.0,,1
61,gato,alto,1,amigo,2.5,2276.0,1
22,gato,alto,1,familia,4.1,1915.0,1
23,perro,bajo,0,familia,4.1,2650.0,1
43,perro,bajo,1,solo,4.1,1328.0,1
21,perro,bajo,0,solo,2.3,1843.0,0
36,ambos,alto,1,familia,2.8,1859.0,1
37,gato,bajo,0,amigo,3.2,1134.0,0
50,gato,alto,1,solo,1.6,1706.0,1
37,gato,bajo,1,solo,4.6,548.0,1
29,perro,medio,0,amigo,3.0,3339.0,1
64,gato,medio,1,solo,3.3,1344.0,1
18,ambos,alto,0,familia,2.4,3110.0,1
43,perro,bajo,1,amigo,1.7,2027.0,0
31,perro,medio,1,familia,2.4,2395.0,0
55,perro,bajo,1,amigo,3.2,1658.0,1
54,gato,alto,0,solo,3.7,2146.0,1
28,ambos,alto,1,familia,3.2,2455.0,1
53,perro,bajo,1,amigo,3.3,2465.0,1
30,gato,alto,0,solo,2.7,2542.0,1
60,perro,medio,0,amigo,3.5,1742.0,1
20,ambos,bajo,0,solo,4.5,1664.0,1
50,perro,medio,1,familia,3.7,884.0,1
23,gato,bajo,0,solo,3.8,2366.0,1
27,ambos,alto,1,familia,3.3,2758.0,1
22,ambos,alto,0,solo,1.5,3131.0,1
40,gato,bajo,0,solo,2.0,2214.0,0
27,perro,medio,1,familia,3.5,1463.0,1
61,perro,alto,1,familia,3.0,812.0,1
19,perro,alto,1,solo,3.4,2729.0,1
30,perro,medio,1,solo,4.7,743.0,1
57,gato,alto,1,solo,3.7,1762.0,1
19,perro,medio,0,amigo,4.3,1843.0,1
37,perro,medio,0,familia,3.1,1951.0,1
18,gato,alto,1,familia,2.2,2025.0,1
54,ambos,medio,1,amigo,2.9,2097.0,1
26,gato,medio,1,familia,2.2,309.0,1
34,perro,medio,0,solo,4.6,2010.0,1
26,perro,alto,0,solo,3.8,439.0,1
28,ambos,alto,0,amigo,3.5,,1
32,perro,medio,1,familia,4.2,,1
41,perro,medio,1,familia,1.0,490.0,0
55,gato,medio,1,amigo,3.6,1430.0,1
52,gato,medio,0,amigo,1.7,1601.0,0
47,gato,bajo,1,familia,3.0,2833.0,1
48,perro,alto,1,solo,2.7,2138.0,1
22,perro,medio,0,solo,3.7,2241.0,1
61,ambos,medio,1,familia,3.2,2827.0,1
31,perro,bajo,0,familia,4.3,1933.0,1
28,gato,bajo,0,solo,2.4,2528.0,0
26,ambos,alto,1,solo,3.7,2479.0,1
51,gato,medio,1,solo,3.2,1099.0,1
29,perro,bajo,1,solo,1.4,3031.0,1
52,perro,medio,1,familia,2.1,1006.0,0
52,gato,medio,0,solo,2.9,2642.0,0
18,ambos,bajo,1,familia,4.1,,1
57,ambos,medio,1,solo,3.5,2421.0,1
39,perro,medio,1,amigo,1.8,3303.0,0
46,perro,medio,1,solo,2.9,1851.0,0
25,ambos,medio,0,familia,5.0,1821.0,1
28,ambos,medio,0,amigo,3.1,2427.0,1
58,ambos,alto,1,amigo,2.7,1769.0,1
54,perro,medio,0,solo,3.5,3273.0,1
31,gato,bajo,1,solo,3.8,2135.0,1
47,ambos,bajo,0,solo,2.5,1776.0,1
52,gato,medio,0,solo,3.5,1622.0,0
38,gato,alto,0,amigo,2.7,1347.0,0
54,perro,bajo,1,amigo,3.7,1561.0,1
22,gato,alto,0,amigo,3.2,1755.0,1
36,perro,bajo,1,amigo,3.5,1659.0,1
31,gato,medio,1,solo,2.2,1539.0,1
43,ambos,alto,0,solo,2.2,3469.0,1
21,perro,medio,1,solo,3.9,1279.0,1
42,ambos,medio,1,familia,2.9,2103.0,0
62,perro,bajo,1,amigo,3.3,2415.0,1
59,gato,alto,1,solo,2.7,2441.0,1
42,ambos,bajo,0,solo,3.9,1959.0,1
35,perro,alto,0,familia,2.4,1832.0,1
57,perro,bajo,1,familia,2.9,2316.0,0
25,gato,alto,0,amigo,3.8,2187.0,1
56,perro,medio,1,solo,4.2,1819.0,1
57,ambos,alto,1,solo,2.5,907.0,0
31,ambos,medio,0,familia,5.0,1672.0,1
49,gato,alto,1,familia,3.3,1197.0,1
55,perro,bajo,0,solo,2.0,1533.0,0
50,gato,bajo,0,familia,3.4,2023.0,0
40,ambos,medio,0,familia,2.6,2251.0,0
32,perro,bajo,1,solo,3.4,,1
50,gato,bajo,0,solo,3.0,1624.0,0
42,gato,alto,1,solo,3.1,2542.0,1
34,gato,alto,1,solo,2.1,2214.0,1
50,perro,medio,1,familia,4.0,2907.0,1
64,ambos,alto,1,solo,1.8,2403.0,1
19,perro,medio,1,familia,1.9,1294.0,0
31,perro,bajo,0,familia,3.4,794.0,1
57,ambos,alto,1,solo,4.6,2218.0,1
57,ambos,medio,1,solo,2.6,1630.0,0
56,perro,alto,1,familia,3.7,1314.0,1
23,perro,bajo,1,familia,4.1,,1
23,perro,medio,1,familia,3.8,2113.0,1
20,perro,bajo,1,solo,2.7,3055.0,0
24,perro,bajo,1,solo,1.9,1714.0,0
25,perro,bajo,1,amigo,0.8,2413.0,0
59,gato,alto,1,familia,2.7,1928.0,1
32,ambos,alto,0,solo,4.2,1097.0,1
64,gato,alto,1,familia,1.9,2514.0,1
46,gato,medio,1,solo,3.7,1234.0,1
50,perro,medio,1,familia,2.0,2015.0,1
47,ambos,bajo,1,amigo,3.1,1761.0,1
56,ambos,bajo,1,solo,3.7,2625.0,1
44,ambos,medio,0,amigo,2.3,1259.0,0
53,ambos,alto,1,solo,3.2,2274.0,1
46,ambos,medio,1,solo,2.6,,0
55,gato,bajo,0,solo,3.7,1642.0,0
50,perro,bajo,1,solo,3.2,-545.0,1
54,gato,bajo,1,solo,3.1,3464.0,1
44,ambos,medio,1,familia,4.6,2385.0,1
50,ambos,alto,0,amigo,3.7,1463.0,1
21,gato,medio,1,solo,2.3,1213.0,1
39,perro,alto,1,familia,2.9,,0
19,perro,medio,1,amigo,2.9,2502.0,1
27,ambos,medio,0,familia,3.1,,1
22,gato,bajo,1,amigo,5.5,1901.0,1
27,gato,alto,1,solo,3.4,3239.0,1
50,perro,alto,1,solo,1.0,1206.0,0
55,perro,bajo,1,amigo,2.5,2056.0,0
30,ambos,medio,0,solo,1.1,,0
48,gato,medio,1,solo,2.7,2443.0,1
64,ambos,medio,1,solo,1.0,2088.0,1
53,gato,alto,1,solo,2.1,2355.0,1
62,gato,medio,1,solo,1.5,1719.0,1
41,perro,medio,1,solo,3.4,2910.0,1
32,ambos,bajo,0,solo,3.0,1720.0,1
46,gato,bajo,1,amigo,3.3,629.0,1
25,gato,bajo,0,amigo,2.9,1726.0,1
22,gato,bajo,0,solo,1.6,1323.0,0
46,ambos,alto,1,solo,3.5,1803.0,1
64,perro,alto,1,solo,4.9,1819.0,1
21,ambos,bajo,1,solo,3.4,2838.0,1
29,perro,alto,1,solo,2.6,2487.0,1
62,gato,bajo,1,solo,1.6,,1
19,perro,medio,1,amigo,2.1,1998.0,1
44,perro,bajo,1,amigo,3.5,1259.0,1
48,gato,medio,0,solo,4.1,473.0,0
53,perro,bajo,1,solo,3.3,2079.0,1
53,gato,medio,1,amigo,3.8,2556.0,1
43,ambos,medio,1,familia,3.7,1924.0,1
60,perro,alto,0,familia,3.5,,1
44,ambos,bajo,0,amigo,2.3,2325.0,0
22,gato,bajo,0,solo,3.2,1942.0,0
37,gato,bajo,0,solo,2.2,3180.0,0
28,perro,medio,1,familia,3.0,2863.0,1
27,perro,bajo,0,solo,3.3,2672.0,1
57,perro,alto,0,familia,4.7,,1
55,perro,medio,0,amigo,1.7,1097.0,0
23,perro,medio,0,amigo,3.5,2464.0,1
25,gato,medio,0,solo,4.5,2263.0,1
40,ambos,bajo,1,amigo,3.8,2424.0,1
64,ambos,bajo,1,solo,3.8,2345.0,1
43,gato,medio,0,solo,3.6,2317.0,0
63,perro,medio,1,solo,4.3,3891.0,1
60,perro,bajo,1,familia,1.9,1947.0,0
29,perro,bajo,0,amigo,1.6,2655.0,0
43,perro,alto,1,solo,3.0,,1
30,gato,bajo,1,solo,0.8,2553.0,1
57,gato,alto,1,familia,4.2,2658.0,1
35,perro,alto,1,familia,4.2,,1
42,perro,bajo,0,amigo,2.6,3168.0,0
50,ambos,bajo,1,amigo,2.6,1381.0,0
64,ambos,bajo,1,solo,2.9,1659.0,0
57,perro,medio,1,amigo,3.1,2149.0,1
60,ambos,medio,0,solo,3.1,2617.0,1
29,ambos,alto,1,familia,3.6,2126.0,1
